FID,Category,Name,District,Province,Latitude,Longitude
189,BASIC HEALTH UNIT,BHU SUMUNDER KATAH,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.045281666000001,73.330460832000000
190,DISPENSARY,CIVIL DISPENSARY DAKHAN TITRIALA,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.053541445900002,73.325796684200000
191,DISPENSARY,CIVIL DISPENSARY KASALA,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.045604894299998,73.317630865599995
192,BASIC HEALTH UNIT,BHU BAGH BANDI,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.066964296099997,73.364305093300004
193,BASIC HEALTH UNIT,BHU MOOLIA,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.136186580800000,73.484126458600002
194,DISPENSARY,CIVIL DISPENSARY LEARAN,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.119909187099999,73.479800215500006
195,DISPENSARY,CIVIL DISPENSARY KHAN KALAN,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.114287295200000,73.458474816099994
196,BASIC HEALTH UNIT,BHU MUJAITH,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.198574424800000,73.453179865500005
197,BASIC HEALTH UNIT,BHU BEERAN GALI,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.183055078400002,73.392861464899994
198,BASIC HEALTH UNIT,BHU HARNO,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.169288762299999,73.373771849799994
199,DISPENSARY,CIVIL DISPENSARY SIALKOT,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.221940643300002,73.403478841600005
200,DISPENSARY,CIVIL DISPENSARY BANDI SARARA,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.228451263499998,73.396332329900005
201,DISPENSARY,CIVIL DISPENSARY KANTHIALY,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.264788298299997,73.407461584600000
202,DISPENSARY,DISPENSARY RIALA,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.274701889100001,73.314941643599994
203,BASIC HEALTH UNIT,BHU MOHRA,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.257088728900001,73.287681062100006
204,BASIC HEALTH UNIT,BHU BANDA PIR KHAN,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.246877669600003,73.273830295799996
205,DISPENSARY,CIVIL DISPENSARY BANDI DHUNDAN,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.266514565999998,73.257248730200004
206,BASIC HEALTH UNIT,BHU MANGAL AZIR,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.250711627400001,73.246008103400001
207,DISPENSARY,CIVIL DISPENSARY KUTHWAL,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.191520646400001,73.315871341499999
208,BASIC HEALTH UNIT,BHU KAKUL,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.203455637600001,73.281940888600005
209,BASIC HEALTH UNIT,BHU MIPUR,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.206717773100003,73.252538830299997
210,MCH CENTRE,GOVT. MCH CTR NAWANSHER,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.161191073900000,73.281161047300003
211,GENERAL HOSPITALS,CIVIL HOSPITAL BOI,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.137151608600000,73.205988624300005
212,BASIC HEALTH UNIT,BHU JABRAIN,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.140035144099997,73.190050208000002
213,BASIC HEALTH UNIT,BHU MOCHI KOT,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.224376607899998,73.184481642300000
214,DISPENSARY,CIVIL DISPENSARY RICHBHAN,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.205165886000003,73.144491041699993
215,DISPENSARY,CIVIL DISPENSARY PAWA,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.202431012799998,73.172529570199998
216,DISPENSARY,CIVIL DISPENSARY BANDI PHULAN,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.188083755000001,73.160798197299997
217,DISPENSARY,CIVIL DISPENSARY BUNJ,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.174215392800001,73.145909081799999
218,BASIC HEALTH UNIT,BHU PIND KARGU KHAN (GADAGALI),ABBOTTABAD,KHYBER PAKHTUNKHWA,34.173551572699999,73.076827518399995
219,BASIC HEALTH UNIT,BHU KOTHIALA,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.158503686300001,73.116580604299998
220,BASIC HEALTH UNIT,BHU GHORI,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.140590511100001,73.120420551400002
221,BASIC HEALTH UNIT,BHU KOKAL BARSEEN,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.099437337700003,73.115387348200002
222,DISPENSARY,CIVIL DISPENSARY HAVELIAN,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.055628693599999,73.172537480299994
223,BASIC HEALTH UNIT,BHU KALU MAIRE,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.045690793600002,73.101027776600006
224,GENERAL HOSPITALS,POLICE HOSPITAL,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.140872053700001,73.208840334200005
225,BASIC HEALTH UNIT,BHU CHATTAR KALAS,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.201011004100003,73.497657631600006
226,BASIC HEALTH UNIT,BHU NAWAN SHEHR,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.158691766499999,73.263953407100004
227,BASIC HEALTH UNIT,BHU BANGNOTER,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.129603203999999,73.339600258900006
228,BASIC HEALTH UNIT,BHU SARHAN,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.298681518400002,73.393016701999997
229,BASIC HEALTH UNIT,BHU PALAK,ABBOTTABAD,KHYBER PAKHTUNKHWA,33.955437687299998,73.353619056699998
230,LEPROSY CENTRE,LEPROSY CLINIC ABBOTTABAD,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.054450453100003,73.149169702999998
231,GENERAL HOSPITALS,CIVIL HOSPITAL KHAIRA GALI,ABBOTTABAD,KHYBER PAKHTUNKHWA,33.982213938000001,73.399703926800001
232,BASIC HEALTH UNIT,BHU NUMMAL,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.193689366400001,73.481786150100007
233,GENERAL HOSPITALS,DISTRICT JAIL HOSPITAL ABBOTTABAD,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.147966093699999,73.201592395600002
234,DISPENSARY,CIVIL DISPENSARY KUTHWAL,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.210794280499996,73.330861945799995
235,RURAL HEALTH CENTER,RHC KALPANI,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.210823474100003,73.330805674299995
236,RURAL HEALTH CENTER,RHC HAVELIAN,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.052984581600001,73.153263356099998
237,GENERAL PHYSICIAN,ANEEQA KHAN CLINIC,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.014159345800003,73.159086094200006
238,GENERAL PHYSICIAN,NAGINA CLINIC,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.063093792899998,73.148045103800001
239,GENERAL PHYSICIAN,SARWAR CLINIC,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.054494803300003,73.157345424200003
240,GENERAL PHYSICIAN,NAJMA SAEED CLINIC,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.054140445199998,73.157058932699996
241,GENERAL PHYSICIAN,MOMINIA CLINIC,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.072890057700000,73.146563649499996
242,CHILDREN HOSPITAL,ABIDA BABY CLINIC,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.073470094299999,73.146032661099994
243,GENERAL PHYSICIAN,AL-SHIFA CLINIC,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.086915499699998,73.161364114300000
244,GENERAL PHYSICIAN,OSAMA CLINIC,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.042317367400003,73.122919280399998
245,HOMEOPATHIC,HAVELIAN HOMEOPATHIC MEDICAL COLLEGE & HOSPITAL,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.048133639800000,73.136932070399993
246,BASIC HEALTH UNIT,BHU BODLA,ABBOTTABAD,KHYBER PAKHTUNKHWA,33.967715781300001,73.178906712400007
247,BASIC HEALTH UNIT,BHU RAJOYIA,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.080561129300001,73.228491410900006
248,BASIC HEALTH UNIT,BHU SUMAKARAGGA,ABBOTTABAD,KHYBER PAKHTUNKHWA,33.846684428499998,73.270955583299994
249,RURAL HEALTH CENTER,RHC LORA,ABBOTTABAD,KHYBER PAKHTUNKHWA,33.891007609699997,73.278194155400001
250,BASIC HEALTH UNIT,BHU PHULLA,ABBOTTABAD,KHYBER PAKHTUNKHWA,33.867611039700002,73.219705690200001
251,DISPENSARY,CIVIL DISPENSARY GHORA DHAKA,ABBOTTABAD,KHYBER PAKHTUNKHWA,33.900442353400003,73.260758100399997
252,BASIC HEALTH UNIT,BHU NAGRI TOTIAL,ABBOTTABAD,KHYBER PAKHTUNKHWA,33.941495155299997,73.311611971100007
253,BASIC HEALTH UNIT,BHU CHAMALI,ABBOTTABAD,KHYBER PAKHTUNKHWA,33.938856100800002,73.277985718400004
254,DISPENSARY,DISPENSARY SARHAN,ABBOTTABAD,KHYBER PAKHTUNKHWA,33.894632567300000,73.197626515600007
255,BASIC HEALTH UNIT,BHU LANGRIAL,ABBOTTABAD,KHYBER PAKHTUNKHWA,33.924013532200000,73.124873431500006
256,DISPENSARY,CIVIL DISPENSARY KAYALA PAYEEN,ABBOTTABAD,KHYBER PAKHTUNKHWA,33.955899170999999,73.177225682100001
257,BASIC HEALTH UNIT,BHU NARA,ABBOTTABAD,KHYBER PAKHTUNKHWA,33.987972914499998,73.228819925200000
258,BASIC HEALTH UNIT,BHU BAKOT,ABBOTTABAD,KHYBER PAKHTUNKHWA,33.994528637099997,73.272453269600007
259,BASIC HEALTH UNIT,BHU BHARWAL,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.090941167600000,73.174542836699999
260,BASIC HEALTH UNIT,BHU TAKIA SHEKHAN,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.049475081600001,73.242495221499993
261,DISPENSARY,CIVIL DISPENSARY CHEHR,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.026732192600001,73.273680792400000
262,RURAL HEALTH CENTER,RHC MORIBADAN,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.011504860099997,73.242419705900005
263,DISPENSARY,CIVIL DISPENSARY CHANDO MEERA,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.005123316199999,73.213177646700004
264,BASIC HEALTH UNIT,BHU SALWALA,ABBOTTABAD,KHYBER PAKHTUNKHWA,33.996034415399997,73.153314556200002
265,DISPENSARY,CIVIL DISPENSARY MANJOOHAN,ABBOTTABAD,KHYBER PAKHTUNKHWA,33.974954687599997,73.150888483000003
266,DISPENSARY,CIVIL DISPENSARY MOHRI,ABBOTTABAD,KHYBER PAKHTUNKHWA,34.017030270699998,73.239862102399997
267,BASIC HEALTH UNIT,BHU SATORA,ABBOTTABAD,KHYBER PAKHTUNKHWA,33.957818092300002,73.246695677299996
268,GENERAL PHYSICIAN,YASMEEN FAREED CLINIC,BANNU,KHYBER PAKHTUNKHWA,32.995704319700003,70.592604892300002
269,GENERAL HOSPITALS,PANEL HOSPITAL,BANNU,KHYBER PAKHTUNKHWA,32.990790630399999,70.604644652199994
270,GENERAL PHYSICIAN,JAN CLINIC,BANNU,KHYBER PAKHTUNKHWA,32.987613396500002,70.601571158499993
271,GENERAL PHYSICIAN,DR GHANI CLINIC,BANNU,KHYBER PAKHTUNKHWA,32.985862727300002,70.600947544500002
272,GENERAL PHYSICIAN,SUMAIRIA CLINIC,BANNU,KHYBER PAKHTUNKHWA,32.983977957999997,70.603638665099993
273,GENERAL PHYSICIAN,DR RAFAT ARA QURSHI CLINIC,BANNU,KHYBER PAKHTUNKHWA,32.982014950900002,70.600690592000007
274,GENERAL PHYSICIAN,KHATTAK CLINIC,BANNU,KHYBER PAKHTUNKHWA,32.986677766600003,70.612834157799995
275,GENERAL PHYSICIAN,MUMTAZ CLINIC,BANNU,KHYBER PAKHTUNKHWA,32.982479857999998,70.615414317299994
276,MATERNITY HOME,IHTASHAM MATERNITY HOME,BANNU,KHYBER PAKHTUNKHWA,32.987278538500000,70.602157369400004
277,GENERAL PHYSICIAN,RAHEELA CLINIC,BANNU,KHYBER PAKHTUNKHWA,32.985974578300002,70.601410224600002
278,CLINICAL LABORATORIES,SIDDIQ CLINICAL LABS,BANNU,KHYBER PAKHTUNKHWA,32.985722394900002,70.602537433500004
279,GENERAL HOSPITALS,DR. DOST MUHAMMAD HOSPITAL,BANNU,KHYBER PAKHTUNKHWA,32.983020237799998,70.598929551400005
280,GENERAL PHYSICIAN,DR. GHAFAR CLINIC,BANNU,KHYBER PAKHTUNKHWA,32.902078611900002,70.529510045400002
281,GENERAL PHYSICIAN,FAMILY HEALTH CLINIC,BANNU,KHYBER PAKHTUNKHWA,32.977210049299998,70.621274669599998
282,MEDICAL STORES,INAM MEDICINE COMPANY,BANNU,KHYBER PAKHTUNKHWA,32.987228158100002,70.610412295800003
283,GENERAL HOSPITALS,CMH HOSPITAL BANNU,BANNU,KHYBER PAKHTUNKHWA,33.001405659500001,70.597805269299997
284,MCH CENTRE,GOVT. MCH CENTER MAMASH KHEL,BANNU,KHYBER PAKHTUNKHWA,32.946476726900002,70.542213848299994
285,GENERAL HOSPITALS,ZANANA HOSPITAL BANNU,BANNU,KHYBER PAKHTUNKHWA,32.987997117799999,70.600730202400001
286,DISTRICT HEADQUARTER HOSPITAL,DHQ HOSPITAL BANNU,BANNU,KHYBER PAKHTUNKHWA,32.978470006700000,70.619873486100005
287,MATERNITY HOME,ZACHA BACHA CENTER,BANNU,KHYBER PAKHTUNKHWA,32.944526002600000,70.657669046899997
288,BASIC HEALTH UNIT,BHU SAKHI JAN JANI KHEL,BANNU,KHYBER PAKHTUNKHWA,32.806554612500001,70.490008024900007
289,MATERNITY HOME,ZACHA BACHA CENTER,BANNU,KHYBER PAKHTUNKHWA,32.987944369200001,70.601537828800005
290,BASIC HEALTH UNIT,BHU NAR JAFFAR,BANNU,KHYBER PAKHTUNKHWA,32.958948726499997,70.737570813600001
291,BASIC HEALTH UNIT,BHU SHAMSHI KHEL,BANNU,KHYBER PAKHTUNKHWA,32.923071441499999,70.744725909099998
292,BASIC HEALTH UNIT,BHU GHORI WALA,BANNU,KHYBER PAKHTUNKHWA,32.905116569000000,70.729283073900007
293,DISPENSARY,CIVIL DISP. KOTKA KHAN GUL,BANNU,KHYBER PAKHTUNKHWA,32.872135512500002,70.744504511800002
294,BASIC HEALTH UNIT,BHU JANDO KHEL,BANNU,KHYBER PAKHTUNKHWA,32.951802089200001,70.714191949899998
295,BASIC HEALTH UNIT,BHU SERU BADA KHEL,BANNU,KHYBER PAKHTUNKHWA,32.955348231800002,70.661548918500003
296,BASIC HEALTH UNIT,BHU NIZAM BAZAR,BANNU,KHYBER PAKHTUNKHWA,33.007659192799998,70.640598415900001
297,DISPENSARY,CIVIL DISP. TORKA,BANNU,KHYBER PAKHTUNKHWA,33.024702466599997,70.613879586400003
298,DISPENSARY,CIVIL DISPY.SURRANI,BANNU,KHYBER PAKHTUNKHWA,33.016247953799997,70.617803457899996
299,BASIC HEALTH UNIT,BHU LALOZAI,BANNU,KHYBER PAKHTUNKHWA,33.023041750200001,70.585152001699996
300,DISPENSARY,CIVIL DISP. KOT DAIM,BANNU,KHYBER PAKHTUNKHWA,33.001281688500001,70.611415577000002
301,BASIC HEALTH UNIT,BHU VILLAGE AMANDI,BANNU,KHYBER PAKHTUNKHWA,33.000001336300002,70.588399842399994
302,BASIC HEALTH UNIT,BHU MUSHER BOZI,BANNU,KHYBER PAKHTUNKHWA,33.008197055799997,70.562542476999994
303,DISPENSARY,CIVIL DISP SAIN,BANNU,KHYBER PAKHTUNKHWA,32.997249113099997,70.542988391199998
304,BASIC HEALTH UNIT,BHU MOHAMMAD KHEL WAZIR,BANNU,KHYBER PAKHTUNKHWA,32.985813895900002,70.550525848400000
305,DISPENSARY,CIVIL DISP. BAKA KHEL MANDI,BANNU,KHYBER PAKHTUNKHWA,32.973657641000003,70.504418586100002
306,BASIC HEALTH UNIT,BHU HAVEED,BANNU,KHYBER PAKHTUNKHWA,32.979913838999998,70.608260712200007
307,BASIC HEALTH UNIT,BHU KHAWAJA MAD MANDAN,BANNU,KHYBER PAKHTUNKHWA,32.955998832900001,70.627596114200003
308,BASIC HEALTH UNIT,BHU BADA MIR ABBAS,BANNU,KHYBER PAKHTUNKHWA,32.938220406200003,70.624582954700003
309,BASIC HEALTH UNIT,BHU FATMA KHEL,BANNU,KHYBER PAKHTUNKHWA,32.933096752300003,70.657844349200005
310,BASIC HEALTH UNIT,BHU ISMAIL KHEL,BANNU,KHYBER PAKHTUNKHWA,32.927474767900001,70.653143607299995
311,DISPENSARY,CIVIL DISP. CHAPPARI,BANNU,KHYBER PAKHTUNKHWA,32.922869588499999,70.662753390099994
312,DISPENSARY,CIVIL DISPY.ZALIM MANDAN,BANNU,KHYBER PAKHTUNKHWA,32.928393376300001,70.626587801699998
313,BASIC HEALTH UNIT,BHU KHUJARI KHAS KILLA,BANNU,KHYBER PAKHTUNKHWA,32.890134056699999,70.669227526499995
314,BASIC HEALTH UNIT,BHU HAJI SHER GUL,BANNU,KHYBER PAKHTUNKHWA,32.870985227900000,70.704324326700004
315,BASIC HEALTH UNIT,BHU NAR SHUKER ULLAH,BANNU,KHYBER PAKHTUNKHWA,32.835082651800001,70.714031079199998
316,RURAL HEALTH CENTER,RHC KAKKI,BANNU,KHYBER PAKHTUNKHWA,32.869555862600002,70.667374464500000
317,MCH CENTRE,GOVT. MCH CENTRE KAKKI,BANNU,KHYBER PAKHTUNKHWA,32.866760696000000,70.650933744499994
318,BASIC HEALTH UNIT,BHU HAKIM BHARAT,BANNU,KHYBER PAKHTUNKHWA,32.884438845600002,70.638500191500000
319,BASIC HEALTH UNIT,BHU ZARGAR MAMA KHEL,BANNU,KHYBER PAKHTUNKHWA,32.898154773400002,70.607204439800000
320,BASIC HEALTH UNIT,BHU LEWAN DARDARIS,BANNU,KHYBER PAKHTUNKHWA,32.880067460200003,70.595320802700002
321,BASIC HEALTH UNIT,BHU GUL AKRAM KILLA,BANNU,KHYBER PAKHTUNKHWA,32.877550669500003,70.588908263099995
322,BASIC HEALTH UNIT,BHU MANDEW,BANNU,KHYBER PAKHTUNKHWA,32.920724337599999,70.559790731800007
323,BASIC HEALTH UNIT,BHU NORAR,BANNU,KHYBER PAKHTUNKHWA,32.903650571000000,70.536296597900005
324,BASIC HEALTH UNIT,BHU GHORA BAKA KHEL,BANNU,KHYBER PAKHTUNKHWA,32.904009620600000,70.511283968699999
325,DISPENSARY,CIVIL DISP. SARDI KHEL,BANNU,KHYBER PAKHTUNKHWA,32.849450627099998,70.549434349899997
326,BASIC HEALTH UNIT,BHU MANIK KHEL (U.C.BAZAR AHMAD KHAN),BANNU,KHYBER PAKHTUNKHWA,32.860849134799999,70.488124591599998
327,DISPENSARY,CIVIL DISP. WALI NOOR,BANNU,KHYBER PAKHTUNKHWA,32.859795755299999,70.450193596099993
328,BASIC HEALTH UNIT,BHU MAMASH KHEL,BANNU,KHYBER PAKHTUNKHWA,32.999330219999997,70.572560260000003
329,LEPROSY CENTRE,LEPROSY CLINIC AT DHQ HOSPITAL BANNU,BANNU,KHYBER PAKHTUNKHWA,32.978470006700000,70.619873486100005
330,BASIC HEALTH UNIT,SPINA TANGI PATOLKHEL BHU HOSPITAL,BANNU,KHYBER PAKHTUNKHWA,33.017664843299997,70.822632134200006
331,GENERAL HOSPITALS,KHALIFA GUL NAWAZ TEACHING HOSPITAL BANNU,BANNU,KHYBER PAKHTUNKHWA,33.015560065800003,70.708862151700004
332,TB,TB CLINIC BANNU,BANNU,KHYBER PAKHTUNKHWA,33.018975624399999,70.693937238399997
333,DISPENSARY,CIVIL DISP. DABAK SYED KHEL,BANNU,KHYBER PAKHTUNKHWA,33.033485720500003,70.716753438300003
334,RURAL HEALTH CENTER,RHC DOMEL,BANNU,KHYBER PAKHTUNKHWA,33.020833942700001,70.759575936299996
335,BASIC HEALTH UNIT,BHU MUSA KHEL WALAGAI,BANNU,KHYBER PAKHTUNKHWA,33.009361492099998,70.879737515800002
336,BASIC HEALTH UNIT,BHU KHALIFA GUL NAWAZ,BANNU,KHYBER PAKHTUNKHWA,32.932574525900002,70.937553995200005
337,BASIC HEALTH UNIT,BHU BAKA KHEL SARWAR JAN,BANNU,KHYBER PAKHTUNKHWA,32.959749750599997,70.873960029599999
338,DISPENSARY,CIVIL DISP. MALY KHAN KILLA,BANNU,KHYBER PAKHTUNKHWA,32.943084807699996,70.874420627399999
339,BASIC HEALTH UNIT,BHU AZIM KILLA,BANNU,KHYBER PAKHTUNKHWA,32.922072195100000,70.923792462099996
340,BASIC HEALTH UNIT,BHU PATOOL KHEL,BANNU,KHYBER PAKHTUNKHWA,32.880540351900002,70.947372535400007
341,BASIC HEALTH UNIT,BHU LANDI JALANDER (BAKTHA BAZ),BANNU,KHYBER PAKHTUNKHWA,32.883901126300003,70.923511371199993
342,BASIC HEALTH UNIT,BHU GADI TOP,BANNU,KHYBER PAKHTUNKHWA,32.919304164099998,70.874821708200002
343,BASIC HEALTH UNIT,BHU PAINDI KHEL(NAFEEZ JAN),BANNU,KHYBER PAKHTUNKHWA,32.969179034100002,70.809938062900002
344,BASIC HEALTH UNIT,BHU KOTKA MOHAMMAD KHAN,BANNU,KHYBER PAKHTUNKHWA,32.984601373200000,70.769693851100001
345,BASIC HEALTH UNIT,BHU BIZAN KHEL,BANNU,KHYBER PAKHTUNKHWA,33.023684542700003,70.678818491599998
346,GENERAL HOSPITALS,DISTT JAIL HOSPITAL BANNU,BANNU,KHYBER PAKHTUNKHWA,33.013453134700001,70.713554861999995
347,GENERAL HOSPITALS,HOSPITAL ALLAI,BATAGRAM,KHYBER PAKHTUNKHWA,34.830272999999998,73.064693000000005
348,BASIC HEALTH UNIT,BHU BATEELA,BATAGRAM,KHYBER PAKHTUNKHWA,34.872312285299998,73.095580627000004
349,RURAL HEALTH CENTER,RHC BANA,BATAGRAM,KHYBER PAKHTUNKHWA,34.838767965599999,73.062371041199995
350,BASIC HEALTH UNIT,BHU JAMBARA,BATAGRAM,KHYBER PAKHTUNKHWA,34.851355751100002,72.984244225899999
351,BASIC HEALTH UNIT,BHU ROOP KANAI,BATAGRAM,KHYBER PAKHTUNKHWA,34.839768100999997,73.104085530899994
352,BASIC HEALTH UNIT,BHU BEARI,BATAGRAM,KHYBER PAKHTUNKHWA,34.820178474000002,73.091653383899995
353,BASIC HEALTH UNIT,BHU RASHANG,BATAGRAM,KHYBER PAKHTUNKHWA,34.819763907199999,73.119523668200003
354,MATERNITY HOME,RIZWAN GENERAL HOSPITAL & MATERNITY HOME,BATAGRAM,KHYBER PAKHTUNKHWA,34.675418999999998,73.032072999999997
355,GENERAL HOSPITALS,AL-HUSSAIN HOSPITAL,BATAGRAM,KHYBER PAKHTUNKHWA,34.611237000000003,72.942401000000004
356,GENERAL HOSPITALS,PAIMAL HOSPITAL,BATAGRAM,KHYBER PAKHTUNKHWA,34.744309999999999,72.982643999999993
357,GENERAL PHYSICIAN,FOZIA CLINIC,BATAGRAM,KHYBER PAKHTUNKHWA,34.646338000000000,72.960183999999998
358,GENERAL PHYSICIAN,SAIKA CLINIC,BATAGRAM,KHYBER PAKHTUNKHWA,34.618913999999997,73.003442000000007
359,GENERAL PHYSICIAN,KHURSEED CLINIC,BATAGRAM,KHYBER PAKHTUNKHWA,34.641264999999997,72.998523000000006
360,GENERAL PHYSICIAN,BESHAM CLINIC,BATAGRAM,KHYBER PAKHTUNKHWA,34.674163000000000,73.051625999999999
361,GENERAL HOSPITALS,RABEEA SURGICAL HOSPITAL,BATAGRAM,KHYBER PAKHTUNKHWA,34.679457999999997,73.017043999999999
362,GENERAL HOSPITALS,RIZWAN SURGICAL HOSPITAL,BATAGRAM,KHYBER PAKHTUNKHWA,34.675449999999998,73.032263999999998
363,GENERAL HOSPITALS,SURGICAL GENERAL HOSPITAL,BATAGRAM,KHYBER PAKHTUNKHWA,34.675500999999997,73.031008999999997
364,GENERAL PHYSICIAN,CHAND BIBI CLINIC,BATAGRAM,KHYBER PAKHTUNKHWA,34.673150000000000,73.032146999999995
365,GENERAL PHYSICIAN,YASMIN CHOUDARY CLINIC,BATAGRAM,KHYBER PAKHTUNKHWA,34.654898826800000,73.157188133600002
366,GENERAL PHYSICIAN,MARRIUM CLINIC,BATAGRAM,KHYBER PAKHTUNKHWA,34.651633647600001,73.152763529699996
367,GENERAL PHYSICIAN,SUMEERE CLINIC,BATAGRAM,KHYBER PAKHTUNKHWA,34.651488850000000,72.998973219999996
368,GENERAL PHYSICIAN,YASIR MEDICAL STORE & CLINIC,BATAGRAM,KHYBER PAKHTUNKHWA,34.794576395999997,72.931027214899999
369,MEDICAL STORES,MALHOTRA PHARMACY,BATAGRAM,KHYBER PAKHTUNKHWA,34.677488518200001,73.025078376500005
370,GENERAL PHYSICIAN,FARIDA CLINIC,BATAGRAM,KHYBER PAKHTUNKHWA,34.675080527500000,73.033040670000005
371,GENERAL PHYSICIAN,DR GHAZAL AMJAD CLINIC,BATAGRAM,KHYBER PAKHTUNKHWA,34.675267337199998,73.033102623399998
372,BASIC HEALTH UNIT,BHU SAIDRA BELAND KOT,BATAGRAM,KHYBER PAKHTUNKHWA,34.594990000000003,72.961318000000006
373,BASIC HEALTH UNIT,BHU GARI NAWAB.SAID,BATAGRAM,KHYBER PAKHTUNKHWA,34.611126000600002,72.941663998199999
374,CHILDREN HOSPITAL,DNMD CHILD CARE HOSPITAL,BATAGRAM,KHYBER PAKHTUNKHWA,34.630347999999998,73.006445999999997
375,BASIC HEALTH UNIT,BHU KHAIR ABAD,BATAGRAM,KHYBER PAKHTUNKHWA,34.608454000000002,72.989908000000000
376,BASIC HEALTH UNIT,BHU PHAGORA,BATAGRAM,KHYBER PAKHTUNKHWA,34.643985999999998,73.056297999999998
377,DISTRICT HEADQUARTER HOSPITAL,DHQ HOSPITAL BATTAGRAM,BATAGRAM,KHYBER PAKHTUNKHWA,34.675176000000000,73.032566000000003
378,GENERAL HOSPITALS,HOSPITAL BATAGRAM,BATAGRAM,KHYBER PAKHTUNKHWA,34.780020736300003,72.928408999300004
379,BASIC HEALTH UNIT,BHU BATLAY,BATAGRAM,KHYBER PAKHTUNKHWA,34.730654263300003,72.958366801300002
380,BASIC HEALTH UNIT,BHU PAIMAL SHARIF,BATAGRAM,KHYBER PAKHTUNKHWA,34.739651089600002,72.992261490600001
381,BASIC HEALTH UNIT,BHU JOZ,BATAGRAM,KHYBER PAKHTUNKHWA,34.714850247900003,73.077054360899993
382,BASIC HEALTH UNIT,BHU SHAMALI,BATAGRAM,KHYBER PAKHTUNKHWA,34.703741200700001,73.116115653400001
383,GENERAL HOSPITALS,HOSPITAL BATAGRAM,BATAGRAM,KHYBER PAKHTUNKHWA,34.679195645100002,73.004401328300006
384,BASIC HEALTH UNIT,BHU ARGHA SHORI,BATAGRAM,KHYBER PAKHTUNKHWA,34.686225282000002,73.038350392400005
385,BASIC HEALTH UNIT,BHU KATHORA,BATAGRAM,KHYBER PAKHTUNKHWA,34.660347198499998,73.124554579500000
386,DISPENSARY,CIVIL DISPENSARY NEELI SHUNG,BATAGRAM,KHYBER PAKHTUNKHWA,34.622588356999998,73.078734083399993
